0	11.3607
1	11.3607
2	11.3607
3	11.5771
4	11.5771
5	11.5771
6	11.5771
7	11.5771
8	11.5771
9	11.5771
10	11.5771
11	11.6031
12	11.6037
13	11.6037
14	11.7148
15	11.7498
16	11.7498
17	11.9113
18	11.9113
19	11.9182
20	11.9182
21	11.9183
22	11.9183
23	11.9183
24	11.9183
25	11.9185
26	11.9185
27	11.9185
28	11.9185
29	12.1006
30	12.1006
31	12.1006
32	12.1006
33	12.1006
34	12.1006
35	12.1006
36	12.1006
37	12.1006
38	12.1006
39	12.1007
40	12.1007
41	12.1007
42	12.1007
43	12.1007
44	12.1249
45	12.3276
46	12.3276
47	12.3276
48	12.3276
49	12.3276
50	12.3276
51	12.3276
52	12.3276
53	12.3276
54	12.3276
55	12.3276
56	12.3276
57	12.3276
58	12.3276
59	12.3276
60	12.3276
61	12.3276
62	12.3276
63	12.3276
64	12.3388
65	12.6909
66	12.6909
67	12.6909
68	12.6909
69	12.7099
70	12.7099
71	12.7099
72	12.7099
73	12.7099
74	12.7099
75	12.7099
76	12.7099
77	12.7099
78	12.7099
79	12.7099
80	12.7099
81	12.7099
82	12.7099
83	12.7099
84	12.7099
85	12.7099
86	12.7099
87	12.7099
88	12.7099
89	12.7099
90	12.7099
91	12.7099
92	12.7099
93	12.7099
94	12.7099
95	12.7105
96	12.7105
97	12.7105
98	12.7105
99	12.7105
100	12.7105
